ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
153,HELEN RAPP WAY ,K1T0N4,Ward 22,4M-1536,37,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Ashton 2016 A,1,388990,2617,1601963,Construction,2016-04-18 14:29
1053,CARLING AVE ,K1Y4E9,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to the 1st floor of a 2 storey hospital (The Ottawa Hospital - Civic Campus, Building J)",0,22222.22,269.1,1601964,Construction,2016-04-18 14:48
121,CLARENCE ST ,K1N5P5,Ward 12,122922,15,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations in a 3 storey mixed use building (Ace Mercado, Remove wall to expand restaurant into neighbouring unit)",0,120000,1720,1601965,Construction,2016-04-18 14:53
290,DALHOUSIE ST ,K1N7E6,Ward 12,122922,15,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations in a 3 storey mixed use building (Ace Mercado, Remove wall to expand restaurant into neighbouring unit)",0,120000,1720,1601965,Construction,2016-04-18 14:53
385,TOMPKINS AVE ,K1E3H4,Ward 1,4M-,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit-up to a 1 storey retail building Unit # 7. (Shwarma),0,30000,920,1601966,Construction,2016-04-18 14:56
53,PINTO CRT ,K2M0H4,Ward 23,4M-1495,47,TREVI POOLS,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,1601967,Pool Enclosure,2016-04-18 15:01
108,RED ROCK LANE ,K2J6H2,Ward 3,4M-1552,163,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601968,Construction,2016-04-18 15:20
106,RED ROCK LANE ,K2J6H2,Ward 3,4M-1552,164,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601969,Construction,2016-04-18 15:20
937,GUINNESS CRES ,K2J6G8,Ward 21,,119,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601970,Construction,2016-04-18 15:21
43,ARBORDALE CRES ,K2G5E1,Ward 8,4M-519,10,PRO-VALLEY RENOVATIONS,Rowhouse,Nepean,PLUMBING ONLY - Relocate sink in a 3 storey rowhouse,0,0,500,1601971,Construction,2016-04-18 15:21
33,KNOCKADERRY CRES ,K2J6H2,Ward 3,,6 & 7,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601972,Construction,2016-04-18 15:21
110,RED ROCK LANE ,K2J6H2,Ward 3,4M-1552,162,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601973,Construction,2016-04-18 15:23
944,GUINNESS CRES ,K2J6G8,Ward 21,4M-1452,143,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,550989.9,3295,1601974,Construction,2016-04-18 15:25
718,ISLAND PARK DR ,K1Y0B7,Ward 15,169018,240-241,CAMPBELL POOLS (YOUVILLE),Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1601975,Pool Enclosure,2016-04-18 15:42
1,TRILLIUM AVE ,K2E5M8,Ward 9,303943,11,***CONTRACTOR***,Single,Nepean,Construct a 2 storey detached dwelling,1,558979.3,4171.22,1601976,Construction,2016-04-18 16:14
374,ALLEN BLVD ,K1L7B5,Ward 12,4M-514,2,***CONTRACTOR***,Single,Vanier,Finish the basement in a 1 storey detached dwelling,0,7599.22,204.5,1601977,Construction,2016-04-18 16:15
252,ATLANTIS AVE ,K2A1X8,Ward 15,M28,227,SANCHEZ HOMES,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,464834.44,3682,1601978,Construction,2016-04-18 16:46
124,BELMONT AVE ,K1S0V3,Ward 17,102636,46,GORDON & MCGOVERN,Single,Old Ottawa,Install a woodstove on the 1st floor of  a 2 storey detached dwelling,0,4000,0,1601982,Construction,2016-04-19 8:33
46,STEEPLE HILL CRES ,K2R1G3,Ward 21,,22,***CONTRACTOR***,Single,Nepean,Construct a 1 storey addition on a 1 storey detached dwelling (side yard),0,219727.08,1529,1601983,Construction,2016-04-19 8:35
252,ATLANTIS AVE ,K2A1X8,Ward 15,M-28,227,SANCHEZ HOMES,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,25000,-667,1601984,Demolition,2016-04-19 9:05
183,KIPP ST ,K1L7V1,Ward 12,240,30,"GAUDET, GAETAN",Single,Vanier,Construct a 2nd storey addition on 1 storey dwelling and remove secondary dwelling unit to convert to detached dwelling.,0,132438.24,792,1601985,Construction,2016-04-19 9:20
3702,TWIN FALLS PL ,K1V1W6,Ward 22,4M-1144,80,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a deck (rear yard),0,10500,391.05,1601986,Construction,2016-04-19 9:27
255,ALBERT ST ,K1A0H2,Ward 14,3922,03-Jan,JP GRAVEL CONSTRUCTION  INC.,Office,Old Ottawa,"Tenant fit-up on the 9th floor of a 16 storey office building (Project Resolve, Unit 940)",0,140000,3433,1601988,Construction,2016-04-19 10:03
1290,PRINCE OF WALES DR ,K2C1N3,Ward 16,,35,MARK SLATER CONSTRUCTION,Single,Old Ottawa,Construct a secondary dwelling in the basement and garage of a 2 storey detached dwelling,1,50000,1054,1601990,Construction,2016-04-19 10:09
2651,ST. JOSEPH BLVD ,K1C1G4,Ward 1,86,23,SPACEFORM CONSTRUCTORS INCORPORATED,Retail,Gloucester,Interior alterations of a 1 storey (no basement) commercial building (Gymboree - Retail Learning Centre),0,60000,3160,1601991,Construction,2016-04-19 10:53
4296,NAVAN RD ,K4B1H9,Ward 19,50R-5993,8,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1601992,Pool Enclosure,2016-04-19 11:10
343,HALIBURTON HTS ,K2V0G2,Ward 6,,385,RICHCRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 35-26 The Arden C,1,344844,2320,1601993,Construction,2016-04-19 11:26
18,NORTHVIEW RD ,K2E6A7,Ward 9,563905,34,PERSPECTIVE RENOVATIONS,Single,Nepean,Interior alterations on the 1st and 2nd floors of a 2 storey detached dwelling,0,8000,0,1601996,Construction,2016-04-19 11:38
545,ST. LAURENT BLVD ,K1K4H9,Ward 13,4M-,,JESTEK ELECTRIC LTD.,Apartment,Old Ottawa,Replace fire alarms in all units in a 28 storey apartment building,0,320000,0,1601997,Construction,2016-04-19 11:52
518,"GENEVRIERS, RUE DES  ",,Ward 19,,118,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 36-02 Balsam 2014 B,1,298915,2011,1601998,Construction,2016-04-19 11:54
520,"GENEVRIERS, RUE DES  ",,Ward 19,,119,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 36-02 Balsam 2014 C,1,298915,2011,1601999,Construction,2016-04-19 12:13
2143,BOYER RD ,K1C1R5,Ward 2,734,58,"LECLAIR, DWAYNE",Single,Gloucester,Construct a secondary dwelling unit on 1st floor of a 1 storey detached dwelling,1,7200,640,1602000,Construction,2016-04-19 12:41
7854,LAWRENCE ST ,,Ward 20,93,,,Single,Osgoode,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,3000,161.46,1602001,Construction,2016-04-19 12:49
50,CROWN CRES ,K1Z7R8,Ward 16,268159,pt lot 161,RIDEAU POOLS INC.,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1602002,Pool Enclosure,2016-04-19 13:00
204,KEYROCK DR ,K2T0B5,Ward 4,4M-1362,87,DREAMTOUCH RENOVATIONS,Single,Kanata,Finish basement in a 2 storey detached dwelling,0,25268.8,680,1602003,Construction,2016-04-19 13:20
1298,HANBURY ST ,K2C2M2,Ward 8,372115,451,DREAMTOUCH RENOVATIONS,Single,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,35302,950,1602004,Construction,2016-04-19 13:24
131,DAMSELFLY WAY ,K2J6H6,Ward 3,,19,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Elm 2012 B,1,281821,1896,1602005,Construction,2016-04-19 13:59
71,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
73,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
75,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
77,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
115,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
117,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
119,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
121,BUFFALOGRASS CRES ,K2J6H5,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berryhurst 2015 B2,Mulberry Corner 2015 B,Berryhurst 2015 B2,Thornbury 2015 B,Mulberry Corner 2015 B,Appleby 2015 B1,Thornbury 2015 B,Appleby 2015 B1",8,1292496,10664,1602006,Construction,2016-04-19 14:02
8950,VICTORIA ST ,K0A2P0,Ward 20,4M-,21,DESJARDINS CONSTRUCTION,Single,Osgoode,Construct a 1 storey detached dwelling,1,242524.74,1952,1602007,Construction,2016-04-19 14:14
90,RICHMOND RD ,K1Z0C3,Ward 15,152,,ASHCROFT HOMES,Apartment,Old Ottawa,Tenant fit-up on the 1st floor of a 9 storey apartment building (Real Estate office),0,45000,600,1602008,Construction,2016-04-19 15:36
3001,STONECREST RD ,K0A1T0,Ward 5,4M-,03-Feb,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,73576.8,440,1602009,Construction,2016-04-19 16:04
698,BRIDLEGLEN CRES ,K2M0H4,Ward 23,4M-1495,49,***CONTRACTOR***,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,1602010,Pool Enclosure,2016-04-20 8:37
1621 A ,FISHER AVE ,K2C1X8,Ward 16,455,97,ALIE RENTAL,Other,Old Ottawa,TEMPORARY PERMIT: Erect a temporary tent for a special event (Madonna Della Risurrezione Annual Community Festival),0,1000,8611,1602011,Construction,2016-04-20 8:58
3855,DONNELLY DR ,K0G1J0,Ward 21,,18,CONTRACTOR UNKNOWN,Single,Rideau,Construct a 2 storey house attached to an existing 1 storey storage barn,1,566039.7,3385,1602012,Construction,2016-04-20 9:05
385,TERRY FOX DR ,K2K0L1,Ward 4,4M-1104,,BROCCOLINI CONSTRUCTION,Office,Kanata,"Tenant fit-up on the 1st floor of a new 4-storey office building (Ciena Networks - Bldg. B - Lab, & Demo Rooms)",0,1350394.4,36340,1602013,Construction,2016-04-20 9:21
2,HARTSMERE DR ,K2S1K2,Ward 6,4M-674,19,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,22296,600,1602014,Construction,2016-04-20 9:26
2816 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2816 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2816 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2816 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2816 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2816 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,30000,-8000,1602015,Demolition,2016-04-20 9:28
2832 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 G ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2832 H ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 8 unit rowhouse block",-1,40000,-10000,1602016,Demolition,2016-04-20 9:28
2836 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2836 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2836 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2836 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2836 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2836 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey , 6 unit rowhouse block",-1,30000,-8000,1602019,Demolition,2016-04-20 9:30
2834 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2834 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2834 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2834 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2834 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2834 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse block",-1,28000,-7000,1602020,Demolition,2016-04-20 9:31
2818 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2818 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2818 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2818 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2818 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2818 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,31000,-8000,1602021,Demolition,2016-04-20 9:32
2838 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2838 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2838 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2838 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2838 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2838 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 6 unit rowhouse",-1,33000,-8000,1602022,Demolition,2016-04-20 9:32
2828 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2828 G ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 2 storey, 7 unit rowhouse",-1,35000,-9000,1602023,Demolition,2016-04-20 9:32
2830 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 D ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 E ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 F ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2830 G ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,35000,-9000,1602024,Demolition,2016-04-20 9:34
2826 A ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,38000,-10000,1602025,Demolition,2016-04-20 9:34
2826 B ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,38000,-10000,1602025,Demolition,2016-04-20 9:34
2826 C ,SANDALWOOD DR ,K1V7P5,Ward 18,796,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey block of 7 rowhouse dwellings,-1,38000,-10000,1602025,Demolition,2016-04-20 9:34
